,Pull Date,Year,Month,Day,TODO,Lang,Barcode,V No.,File Type,File Path
6077,2006-09-25,2006,09,25,0000,US,00003453,V3,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-25/2006-09-25_0000_US_00003453_V3_MB14_VHS16_H12_DB.mp4
6079,2006-09-04,2006,09,04,0000,US,00003419,V1,H12.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-04/2006-09-04_0000_US_00003419_V1_MB14_VHS16_H12.mp4
6082,2006-09-04,2006,09,04,0000,US,00003525,V2,MS.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-04/2006-09-04_0000_US_00003525_V2_MB3_VHS3_H9_MS.mp4
6086,2006-09-04,2006,09,04,0000,US,00003635,V3,DA.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-04/2006-09-04_0000_US_00003635_V3_VHS35_MB41_H26_DA.mp4
6089,2006-09-04,2006,09,04,0000,US,00003635,V3,AN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-04/2006-09-04_0000_US_00003635_V3_MB11_VHS8_H2_AN.mp4
6091,2006-09-04,2006,09,04,0000,US,00003419,V1,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-04/2006-09-04_0000_US_00003419_V1_MB4_VHS8_H2_DB.mp4
6095,2006-09-06,2006,09,06,0000,US,00003650,V1,BB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-06/2006-09-06_0000_US_00003650_V1_VHS48_MB39_H8_BB.mp4
6098,2006-09-06,2006,09,06,0000,US,00003616,V3,AN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-06/2006-09-06_0000_US_00003616_V3_M3_VHS12_T1_AN.mp4
6099,2006-09-06,2006,09,06,0000,US,00003520,V2,MS.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-06/2006-09-06_0000_US_00003520_V2_MB2_VHS2_H8_MS.mp4
6103,2006-09-06,2006,09,06,0000,US,00003650,V1,JK.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-06/2006-09-06_0000_US_00003650_V1_MB9_VHS11_H1_JK.mp4
6104,2006-09-06,2006,09,06,0000,US,00003616,V3,DG.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-06/2006-09-06_0000_US_00003616_V3_VHSP25_MB27_H22_DG.mp4
6117,2006-09-15,2006,09,15,0000,US,00003459,V3,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-15/2006-09-15_0000_US_00003459_V3_MB1_VHS1_EB1_DB.mp4
6119,2006-09-15,2006,09,15,0000,US,00003420,V1,H4.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-15/2006-09-15_0000_US_00003420_V1_M2_VHS10_H4.mp4
6120,2006-09-15,2006,09,15,0000,US,00003432,V2,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-15/2006-09-15_0000_US_00003432_V2_MB3_VHS3_H9_DB.mp4
6126,2006-09-20,2006,09,20,0000,US,00003456,V3,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-20/2006-09-20_0000_US_00003456_V3_MB3_VHS3_H9_DB.mp4
6127,2006-09-20,2006,09,20,0000,US,00003429,V2,AS.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-20/2006-09-20_0000_US_00003429_V2_VHS24_MB38_H25_AS.mp4
6128,2006-09-20,2006,09,20,0000,US,00003440,V1,H6.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-20/2006-09-20_0000_US_00003440_V1_MB5_VHS5_H6.mp4
6129,2006-09-20,2006,09,20,0000,US,00003429,V2,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-20/2006-09-20_0000_US_00003429_V2_M1_VHS11_H1_DB.mp4
6145,2006-09-12,2006,09,12,0000,US,00003415,V3,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-12/2006-09-12_0000_US_00003415_V3_MB7_VHS7_H11_DB.mp4
6146,2006-09-12,2006,09,12,0000,US,00003422,V1,H8.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-12/2006-09-12_0000_US_00003422_V1_MB2_VHS2_H8.mp4
6149,2006-09-12,2006,09,12,0000,US,00003435,V2,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-12/2006-09-12_0000_US_00003435_V2_MB15_VHS15_H10_DB.mp4
6152,2006-09-18,2006,09,18,0000,US,00003458,V3,AS.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-18/2006-09-18_0000_US_00003458_V3_VHS37_MB22_H37_AS.mp4
6154,2006-09-18,2006,09,18,0000,US,00003431,V2,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-18/2006-09-18_0000_US_00003431_V2_M3_VHS12_T1_DB.mp4
6155,2006-09-18,2006,09,18,0000,US,00003447,V1,T1.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-18/2006-09-18_0000_US_00003447_V1_M3_VHS12_T1.mp4
6158,2006-09-18,2006,09,18,0000,US,00003458,V3,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-18/2006-09-18_0000_US_00003458_V3_MB9_VHS11_H1_DB.mp4
6171,2006-09-01,2006,09,01,0000,US,Archive,V1,JK.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-01/2006-09-01_0000_US_Archive_V1_MB11_VHS8_H2_JK.mp4
6172,2006-09-01,2006,09,01,0000,US,00003634,V3,AS.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-01/2006-09-01_0000_US_00003634_V3_VHSP20_MB23_H4_AS.mp4
6173,2006-09-01,2006,09,01,0000,US,00003522,V2,MS.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-01/2006-09-01_0000_US_00003522_V2_MB9_VHS11_H1_MS.mp4
6176,2006-09-01,2006,09,01,0000,US,Archive,V1,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-01/2006-09-01_0000_US_Archive_V1_M2_VHS10_H4_DB.mp4
6181,2006-09-01,2006,09,01,0000,US,00003634,V3,AN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-01/2006-09-01_0000_US_00003634_V3_MB3_VHS3_H9_AN.mp4
6182,2006-09-05,2006,09,05,0000,US,00003530,V2,MS.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-05/2006-09-05_0000_US_00003530_V2_M3_VHS12_T1_MS.mp4
6184,2006-09-05,2006,09,05,0000,US,00003442,V1,AW.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-05/2006-09-05_0000_US_00003442_V1_VHS41_MB45_H29_AW.mp4
6186,2006-09-05,2006,09,05,0000,US,00003442,V1,H10.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-05/2006-09-05_0000_US_00003442_V1_MB15_VHS15_H10.mp4
6191,2006-09-05,2006,09,05,0000,US,00003935,V3,CG.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-05/2006-09-05_0000_US_00003935_V3_M1_VHS9_H3_CG.mp4
6192,2006-09-05,2006,09,05,0000,US,00003935,V3,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-05/2006-09-05_0000_US_00003935_V3_MB7_VHS7_H11_DB.mp4
6193,2006-09-05,2006,09,05,0000,US,00003935,V3,2.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-05/2006-09-05_0000_US_00003935_V3_MB1_VHS15_EB1_JN_2.mp4
6197,2006-09-05,2006,09,05,0000,US,00003935,V3,AN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-05/2006-09-05_0000_US_00003935_V3_MB9_VHS11_H1_AN.mp4
6202,2006-09-11,2006,09,11,0000,US,00003436,V2,AW.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-11/2006-09-11_0000_US_00003436_V2_VHS50_MB20_H17_AW.mp4
6207,2006-09-11,2006,09,11,0000,US,00003423,V1,E1.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-11/2006-09-11_0000_US_00003423_V1_MB8_VHS4_E1.mp4
6209,2006-09-11,2006,09,11,0000,US,00003425,V3,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-11/2006-09-11_0000_US_00003425_V3_MB5_VHS5_H6_DB.mp4
6213,2006-09-11,2006,09,11,0000,US,00003436,V2,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-11/2006-09-11_0000_US_00003436_V2_MB11_VHS13_H5_DB.mp4
6218,2006-09-08,2006,09,08,0000,US,00003448,V1,H13.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-08/2006-09-08_0000_US_00003448_V1_MB13_VHS14_H13.mp4
6225,2006-09-08,2006,09,08,0000,US,00003416,V3,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-08/2006-09-08_0000_US_00003416_V3_MB6_VHS6_E2_DB.mp4
6226,2006-09-08,2006,09,08,0000,US,00003416,V3,BE.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-08/2006-09-08_0000_US_00003416_V3_VHS39_MB9_H32_PZ_BE.mp4
6228,2006-09-08,2006,09,08,0000,US,00003437,V2,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-09/2006-09-08/2006-09-08_0000_US_00003437_V2_MB15_VHS15_H10_DB.mp4
6235,2006-10-06,2006,10,06,0000,US,00002762,V3,AN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-06/2006-10-06_0000_US_00002762_V3_M1_VHS9_H3_AN.mp4
6237,2006-10-06,2006,10,06,0000,US,00003528,V2,MS.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-06/2006-10-06_0000_US_00003528_V2_MB8_VHS4_E1_MS.mp4
6244,2006-10-06,2006,10,06,0000,US,00003649,V1,JK.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-06/2006-10-06_0000_US_00003649_V1_MB2_VHS2_H8_JK.mp4
6246,2006-10-06,2006,10,06,0000,US,00002762,V3,CG.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-06/2006-10-06_0000_US_00002762_V3_MB5_VHS5_H7_CG.mp4
6254,2006-10-06,2006,10,06,0000,US,00002762,V3,JN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-06/2006-10-06_0000_US_00002762_V3_MB6_VHS8_H10_JN.mp4
6261,2006-10-27,2006,10,27,0000,US,00018022,V3,SC.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-27/2006-10-27_0000_US_00018022_V3_VHSP14_MB21_H9_SC.mp4
6263,2006-10-27,2006,10,27,0000,US,00018037,V1,ZY.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-27/2006-10-27_0000_US_00018037_V1_VHSP6_MB11_E2_ZY.mp4
6269,2006-10-27,2006,10,27,0000,US,00018021,V2,CC.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-27/2006-10-27_0000_US_00018021_V2_VHS28_MB3_E3_CC.mp4
6274,2006-10-20,2006,10,20,0000,US,00004070,V1,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-20/2006-10-20_0000_US_00004070_V1_MB0_VHS0_H0_DB.mp4
6275,2006-10-20,2006,10,20,0000,US,00002763,V2,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-20/2006-10-20_0000_US_00002763_V2_MB0_VHS0_H0_DB.mp4
6277,2006-10-20,2006,10,20,0000,US,00002763,V2,JN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-20/2006-10-20_0000_US_00002763_V2_MB7_VHS7_H11_JN.mp4
6278,2006-10-20,2006,10,20,0000,US,00004003,V3,BE.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-20/2006-10-20_0000_US_00004003_V3_VHS47_MB8_H34_NG_BE.mp4
6286,2006-10-20,2006,10,20,0000,US,00002763,V2,CG.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-20/2006-10-20_0000_US_00002763_V2_MB7_VHS7_H11_CG.mp4
6292,2006-10-20,2006,10,20,0000,US,00002763,V2,JN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-20/2006-10-20_0000_US_00002763_V2_MB3_VHS3_H9_JN.mp4
6296,2006-10-20,2006,10,20,0000,US,00004003,V3,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-20/2006-10-20_0000_US_00004003_V3_MB13_VHS14_H13_DB.mp4
6298,2006-10-20,2006,10,20,0000,US,00004070,V1,CG.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-20/2006-10-20_0000_US_00004070_V1_MB1_VHS1_EB1_CG.mp4
6301,2006-10-18,2006,10,18,0000,US,00002894,V1,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-18/2006-10-18_0000_US_00002894_V1_MB0_VHS0_H0_DB.mp4
6303,2006-10-18,2006,10,18,0000,US,00002896,V3,AW.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-18/2006-10-18_0000_US_00002896_V3_VHS31_MB25_H13_AW.mp4
6308,2006-10-18,2006,10,18,0000,US,00002896,V3,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-18/2006-10-18_0000_US_00002896_V3_MB0_VHS0_H0_DB.mp4
6311,2006-10-18,2006,10,18,0000,US,00002895,V2,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-18/2006-10-18_0000_US_00002895_V2_MB0_VHS0_H0_DB.mp4
6315,2006-10-12,2006,10,12,0000,US,00000229,V3,AN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-12/2006-10-12_0000_US_00000229_V3_MB7_VHS7_H11_AN.mp4
6317,2006-10-12,2006,10,12,0000,US,00003654,V1,JK.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-12/2006-10-12_0000_US_00003654_V1_MB7_VHS7_H11_JK.mp4
6318,2006-10-12,2006,10,12,0000,US,00003527,V2,MS.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-12/2006-10-12_0000_US_00003527_V2_MB10_VHS6_H12_MS.mp4
6322,2006-10-12,2006,10,12,0000,US,00000229,V3,CG.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-12/2006-10-12_0000_US_00000229_V3_MB12_VHS3_H2_CG.mp4
6324,2006-10-12,2006,10,12,0000,US,00000229,V3,BB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-12/2006-10-12_0000_US_00000229_V3_VHS38_MB4_H31_BB.mp4
6330,2006-10-05,2006,10,05,0000,US,00003424,V2,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-05/2006-10-05_0000_US_00003424_V2_MB6_VHS6_E2_DB.mp4
6335,2006-10-05,2006,10,05,0000,US,00003446,V1,H9.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-05/2006-10-05_0000_US_00003446_V1_MB3_VHS3_H9.mp4
6337,2006-10-05,2006,10,05,0000,US,00003450,V3,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-05/2006-10-05_0000_US_00003450_V3_MB7_VHS7_DB.mp4
6342,2006-10-16,2006,10,16,0000,US,00004062,V3,H11.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-16/2006-10-16_0000_US_00004062_V3_MB7_VHS7_H11.mp4
6345,2006-10-16,2006,10,16,0000,US,00004062,V3,CG.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-16/2006-10-16_0000_US_00004062_V3_MB8_VHS4_E1_CG.mp4
6346,2006-10-16,2006,10,16,0000,US,00003605,V2,JN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-16/2006-10-16_0000_US_00003605_V2_MB5_VHS5_H7_JN.mp4
6353,2006-10-16,2006,10,16,0000,US,00003605,V2,H6.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-16/2006-10-16_0000_US_00003605_V2_MB5_VHS5_H6.mp4
6354,2006-10-16,2006,10,16,0000,US,00004069,V1,CG.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-16/2006-10-16_0000_US_00004069_V1_MB2_VHS2_H8_CG.mp4
6355,2006-10-16,2006,10,16,0000,US,00004069,V1,E2.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-16/2006-10-16_0000_US_00004069_V1_MB6_VHS6_E2.mp4
6362,2006-10-24,2006,10,24,0000,US,00004065,V1,CG.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-24/2006-10-24_0000_US_00004065_V1_M3_VHS12_T1_CG.mp4
6365,2006-10-24,2006,10,24,0000,US,00003992,V3,AK.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-24/2006-10-24_0000_US_00003992_V3_VHS25_MB53_H38_AK.mp4
6367,2006-10-24,2006,10,24,0000,US,00003992,V3,JN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-24/2006-10-24_0000_US_00003992_V3_MB8_VHS4_E1_JN.mp4
6370,2006-10-24,2006,10,24,0000,US,00004065,V1,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-24/2006-10-24_0000_US_00004065_V1_MB0_VHS0_H0_DB.mp4
6376,2006-10-23,2006,10,23,0000,US,00003473,V3,AS.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-23/2006-10-23_0000_US_00003473_V3_VHS43_MB31_H27_AS.mp4
6377,2006-10-23,2006,10,23,0000,US,00003473,V3,JN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-23/2006-10-23_0000_US_00003473_V3_MB11_VHS8_H2_JN.mp4
6382,2006-10-23,2006,10,23,0000,US,00003647,V2,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-23/2006-10-23_0000_US_00003647_V2_MB0_VHS0_H0_DB.mp4
6385,2006-10-23,2006,10,23,0000,US,00003647,V2,JN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-23/2006-10-23_0000_US_00003647_V2_MB10_VHS6_H12_JN.mp4
6389,2006-10-23,2006,10,23,0000,US,00004013,V1,JN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-23/2006-10-23_0000_US_00004013_V1_MB3_VHS3_H9_JN.mp4
6392,2006-10-11,2006,10,11,0000,US,00003646,V3,AN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-11/2006-10-11_0000_US_00003646_V3_MB10_VHS6_H12_AN.mp4
6393,2006-10-11,2006,10,11,0000,US,00003521,V2,MS.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-11/2006-10-11_0000_US_00003521_V2_MB1_VHS1_EB1_MS.mp4
6394,2006-10-11,2006,10,11,0000,US,00003646,V3,BB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-11/2006-10-11_0000_US_00003646_V3_VHS41_MB45_H29_BB.mp4
6400,2006-10-11,2006,10,11,0000,US,00003639,V1,JK.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-11/2006-10-11_0000_US_00003639_V1_MB10_VHS6_H12_JK.mp4
6404,2006-10-30,2006,10,30,0000,US,00018011,V3,OB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-30/2006-10-30_0000_US_00018011_V3_VHSP11_MB6_H8_OB.mp4
6407,2006-10-30,2006,10,30,0000,US,00018009,V1,CC.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-30/2006-10-30_0000_US_00018009_V1_VHSP17_MB19_E4_CC.mp4
6409,2006-10-30,2006,10,30,0000,US,00018010,V2,CC.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-30/2006-10-30_0000_US_00018010_V2_VHS27_MB12_H5_CC.mp4
6411,2006-10-30,2006,10,30,0000,US,00018009,V1,NN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-30/2006-10-30_0000_US_00018009_V1_VHSP16_MB43_H23_NN.mp4
6420,2006-10-13,2006,10,13,0000,US,00004023,V2,DV.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-13/2006-10-13_0000_US_00004023_V2_VHS40_MB34_H28_DV.mp4
6423,2006-10-13,2006,10,13,0000,US,00003632,V3,AN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-13/2006-10-13_0000_US_00003632_V3_MB2_VHS2_H8_AN.mp4
6431,2006-10-13,2006,10,13,0000,US,00003640,V1,JK.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-13/2006-10-13_0000_US_00003640_V1_MB5_VHS5_H7_JK.mp4
6434,2006-10-13,2006,10,13,0000,US,00004023,V2,JN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-13/2006-10-13_0000_US_00004023_V2_MB8_VHS4_E1_JN.mp4
6437,2006-10-19,2006,10,19,0000,US,00002884,V3,GS.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-19/2006-10-19_0000_US_00002884_V3_VHS25_MB56_H2_GS.mp4
6442,2006-10-19,2006,10,19,0000,US,00002889,V2,BE.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-19/2006-10-19_0000_US_00002889_V2_VHS31_MB25_H13_AS_BE.mp4
6444,2006-10-19,2006,10,19,0000,US,00002888,V1,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-19/2006-10-19_0000_US_00002888_V1_MB0_VHS0_H0_DB.mp4
6447,2006-10-26,2006,10,26,0000,US,00018030,V3,SC.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-26/2006-10-26_0000_US_00018030_V3_VHSP6_MB11_E2_SC.mp4
6450,2006-10-26,2006,10,26,0000,US,00018028,V1,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-26/2006-10-26_0000_US_00018028_V1_VHS23_MB22_E1_DB.mp4
6452,2006-10-26,2006,10,26,0000,US,00018029,V2,SC.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-26/2006-10-26_0000_US_00018029_V2_VHS16_MB13_H15_SC.mp4
6458,2006-10-31,2006,10,31,0000,US,00018043,V1,CC.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-31/2006-10-31_0000_US_00018043_V1_VHSP6_MB11_E2_CC.mp4
6459,2006-10-31,2006,10,31,0000,US,00018045,V3,OB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-31/2006-10-31_0000_US_00018045_V3_VHS28_MB3_E3_OB.mp4
6465,2006-10-31,2006,10,31,0000,US,00018044,V2,OB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-31/2006-10-31_0000_US_00018044_V2_VHSP20_MB23_H4_OB.mp4
6470,2006-10-03,2006,10,03,0000,US,00003444,V1,AW.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-03/2006-10-03_0000_US_00003444_V1_VHSP16_MB43_H23_AW.mp4
6474,2006-10-03,2006,10,03,0000,US,00003414,V2,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-03/2006-10-03_0000_US_00003414_V2_MB7_VHS7_H11_DB.mp4
6475,2006-10-03,2006,10,03,0000,US,00003444,V1,H2.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-03/2006-10-03_0000_US_00003444_V1_MB4_VHS8_H2.mp4
6478,2006-10-03,2006,10,03,0000,US,00003452,V3,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-03/2006-10-03_0000_US_00003452_V3_MB6_VHS6_E2_DB.mp4
6480,2006-10-09,2006,10,09,0000,US,00003648,V1,DA.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-09/2006-10-09_0000_US_00003648_V1_VHS52_MB19_E4_DA.mp4
6481,2006-10-09,2006,10,09,0000,US,00003613,V3,AK.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-09/2006-10-09_0000_US_00003613_V3_VHS43_MB31_H27_AK.mp4
6487,2006-10-09,2006,10,09,0000,US,00003613,V3,AN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-09/2006-10-09_0000_US_00003613_V3_MB5_VHS5_H7_AN.mp4
6489,2006-10-09,2006,10,09,0000,US,00003648,V1,JK.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-09/2006-10-09_0000_US_00003648_V1_MB8_VHS4_E1_JK.mp4
6492,2006-10-10,2006,10,10,0000,US,00003615,V3,AN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-10/2006-10-10_0000_US_00003615_V3_MB1_VHS1_EB1_AN.mp4
6493,2006-10-10,2006,10,10,0000,US,00000245,V2,MS.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-10/2006-10-10_0000_US_00000245_V2_MB5_VHS5_H7_MS.mp4
6496,2006-10-10,2006,10,10,0000,US,00003615,V3,AS.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-10/2006-10-10_0000_US_00003615_V3_VHS47_MB8_H34_AS.mp4
6498,2006-10-10,2006,10,10,0000,US,00000245,V2,CG.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-10/2006-10-10_0000_US_00000245_V2_MB2_VHS2_H8_CG.mp4
6501,2006-10-10,2006,10,10,0000,US,Archive,V1,JK.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-10/2006-10-10_0000_US_Archive_V1_MB1_VHS1_EB1_JK.mp4
6505,2006-10-17,2006,10,17,0000,US,00002878,V1,DB.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-17/2006-10-17_0000_US_00002878_V1_MB0_VHS0_H0_DB.mp4
6511,2006-10-17,2006,10,17,0000,US,00004010,V3,EN.mp4,/mnt/rds/redhen/gallina/Rosenthal/2006/2006-10/2006-10-17/2006-10-17_0000_US_00004010_V3_VHS47_MB8_H34_EN.mp4
